Name,Weight,Time
Vilma Dietrich,134,2017-11-23T13:27:28-06:00
Stanley Wilderman,162,2016-12-31T16:31:16-06:00
Edwina Dietrich,125,2015-10-31T14:12:30-06:00
Patsy Gleason,181,2014-07-04T18:57:39-06:00
Heather Mosciski,100,2014-11-27T18:20:43-06:00
Allen Hauck,188,2016-10-31T17:18:43-06:00
Vilma Dietrich,137,2018-12-31T17:31:14-06:00
Helena Stokes,161,2014-11-27T17:13:33-06:00
Mary Schumm,151,2016-10-31T16:47:12-06:00
Gisselle Mosciski,112,2015-10-31T15:51:45-06:00
Idell Anderson,152,2016-09-05T18:38:59-06:00
Edd Lang,142,2016-12-31T16:26:15-06:00
Stephan Hessel,159,2014-09-01T17:50:11-06:00
Nona Hickle,148,2016-09-05T12:36:17-06:00
Hiram Smith,107,2018-11-22T15:42:10-06:00
Jamir Wilderman,160,2018-10-31T15:42:27-06:00
Johann Bosco,117,2017-11-23T15:52:52-06:00
Bennett Stokes,112,2016-12-31T16:49:58-06:00
Abraham Stokes,133,2018-07-04T12:14:55-06:00
Monica Olson,121,2018-11-22T16:42:17-06:00
Quincy Mosciski,144,2018-09-03T12:31:37-06:00
Quincy Mosciski,142,2014-07-04T15:46:28-06:00
Filomena Hauck,121,2016-11-24T17:17:38-06:00
Douglas Lang,158,2017-10-31T14:43:53-06:00
Khalid Stokes,153,2015-09-07T16:21:14-06:00
Edd Lang,142,2014-12-31T13:10:58-06:00
Sophie Dietrich,146,2016-10-31T18:24:54-06:00
Filomena Hauck,123,2014-07-04T17:31:58-06:00
Kenna Schumm,138,2018-07-04T14:12:22-06:00
Christiana Larkin,201,2018-10-31T14:25:55-06:00
Vidal Wilderman,118,2018-07-04T14:52:32-06:00
Angelina Olson,131,2014-10-31T15:33:59-06:00
Garrison Olson,107,2017-12-31T15:30:47-06:00
Kiarra Anderson,152,2016-10-31T15:34:51-06:00
Vidal Wilderman,115,2017-10-31T13:48:42-06:00
Bennett Stokes,111,2017-11-23T15:33:38-06:00
Nona Hickle,151,2016-10-31T14:21:22-06:00
Paul Bosco,171,2016-07-04T17:10:51-06:00
Kenna Schumm,139,2015-09-07T18:44:47-06:00
Quincy Mosciski,141,2015-10-31T17:45:42-06:00
Glenna Hauck,178,2018-02-02T12:56:27-06:00
Johnathon Reinger,172,2018-07-04T15:49:31-06:00
Toby Hahn,185,2015-10-31T12:36:15-06:00
Lindsey Anderson,191,2017-10-31T14:15:39-06:00
Douglas Lang,158,2016-12-31T12:26:31-06:00
Wilhelm Bosco,186,2017-09-04T12:23:16-06:00
Guillermo Reinger,176,2015-12-31T14:29:36-06:00
Vidal Wilderman,116,2016-07-04T13:21:11-06:00
Antonetta Bosco,115,2017-07-04T15:45:16-06:00
Annamae Smith,130,2014-11-27T17:23:55-06:00
Filomena Hauck,124,2017-07-04T17:33:19-06:00
Edwina Dietrich,130,2018-07-04T18:10:18-06:00
Kiarra Anderson,152,2016-10-31T15:57:14-06:00
Tod Hickle,146,2017-09-04T17:14:23-06:00
Demario Hauck,149,2018-07-04T16:26:14-06:00
Edwina Dietrich,125,2018-10-31T17:11:32-06:00
Rosalinda Mosciski,132,2018-07-04T12:44:43-06:00
Nona Hickle,148,2017-12-31T13:28:32-06:00
Lenore Gleason,101,2014-12-31T17:54:14-06:00
Garrison Olson,108,2017-09-04T14:59:46-06:00
Demario Hauck,151,2016-10-31T18:14:11-06:00
Annamae Smith,130,2015-12-31T18:30:31-06:00
Paul Bosco,171,2015-09-07T18:26:23-06:00
Edwina Dietrich,125,2016-09-05T15:54:49-06:00
Lolita Wilderman,147,2017-10-31T14:59:36-06:00
Vidal Wilderman,118,2016-09-05T12:52:13-06:00
Monica Olson,121,2017-09-04T13:34:27-06:00
Gisselle Mosciski,109,2014-11-27T16:44:25-06:00
Magdalen Gleason,110,2017-10-31T15:14:38-06:00
Donnell Hauck,170,2016-09-05T15:44:29-06:00
Rosalinda Mosciski,132,2014-07-04T18:23:52-06:00
Jeff Dietrich,166,2015-09-07T16:22:46-06:00
Stephan Hessel,157,2017-10-31T15:11:57-06:00
Arch Bosco,187,2014-10-31T12:43:55-06:00
Idell Anderson,155,2018-11-22T15:56:36-06:00
Helena Stokes,162,2015-12-31T14:56:53-06:00
Toby Hahn,185,2014-12-31T12:13:36-06:00
Glenna Hauck,176,2014-07-04T15:26:46-06:00
Vilma Dietrich,133,2015-07-04T17:14:18-06:00
Samanta Smith,187,2018-10-31T18:27:58-06:00
Douglas Lang,159,2014-07-04T18:45:52-06:00
Stephan Hessel,159,2018-10-31T15:11:19-06:00
Carolyne Gleason,190,2014-09-01T15:55:18-06:00
Gisselle Mosciski,112,2018-07-04T15:34:57-06:00
Wilhelm Bosco,187,2017-11-23T16:48:29-06:00
Khalid Stokes,152,2016-10-31T18:16:37-06:00
Edwina Dietrich,125,2015-11-26T16:44:54-06:00
Otha Stokes,111,2014-11-27T16:39:13-06:00
Khalid Stokes,152,2018-09-03T12:32:59-06:00
Monica Olson,120,2016-11-24T18:42:39-06:00
Lenore Gleason,103,2017-10-31T14:55:46-06:00
Lenore Gleason,103,2014-12-31T12:21:26-06:00
Quincy Mosciski,142,2016-11-24T13:54:30-06:00
Johann Bosco,119,2017-07-04T18:36:33-06:00
Carli Gleason,128,2017-11-23T14:59:45-06:00
Roy Hauck,130,2017-10-31T16:25:42-06:00
Heather Mosciski,101,2018-11-22T15:14:22-06:00
Khalid Stokes,152,2017-09-04T14:52:40-06:00
Johnathon Reinger,175,2018-11-22T15:58:26-06:00
Stephan Hessel,159,2014-09-01T13:14:16-06:00
Wilfredo Olson,131,2018-02-02T12:49:15-06:00
Hollie Larkin,184,2016-07-04T17:22:42-06:00
Lolita Wilderman,149,2017-12-31T15:23:56-06:00
Heather Mosciski,100,2015-07-04T15:39:47-06:00
Monica Olson,123,2018-10-31T12:34:29-06:00
Sophie Dietrich,141,2014-10-31T12:48:17-06:00
Lenore Gleason,101,2018-10-31T18:26:26-06:00
Viola Gleason,156,2014-09-01T12:53:34-06:00
Lolita Wilderman,151,2016-07-04T16:56:37-06:00
Libbie Hauck,146,2017-10-31T18:39:33-06:00
Shany Mosciski,151,2018-07-04T15:22:19-06:00
Kiarra Anderson,151,2016-07-04T15:35:44-06:00
Helena Stokes,161,2014-11-27T18:47:53-06:00
Heather Mosciski,99,2017-07-04T13:50:41-06:00
Marge Hickle,193,2017-11-23T17:21:14-06:00
Annamae Smith,128,2018-12-31T13:50:37-06:00
Cecile Bosco,156,2017-10-31T18:55:58-06:00
Quincy Mosciski,140,2015-07-04T14:50:32-06:00
Douglas Lang,159,2018-12-31T14:16:46-06:00
Stephan Hessel,159,2016-07-04T12:56:21-06:00
Edwina Dietrich,125,2015-12-31T17:18:21-06:00
Helena Stokes,163,2014-09-01T18:20:47-06:00
Wilhelm Bosco,189,2014-09-01T18:54:53-06:00
Samanta Smith,187,2014-12-31T18:39:46-06:00
Lindsey Anderson,186,2015-07-04T13:51:16-06:00
Carolyne Gleason,189,2017-07-04T13:45:46-06:00
Libbie Hauck,145,2016-12-31T14:14:47-06:00
Vidal Wilderman,117,2018-02-02T18:22:37-06:00
Otha Stokes,114,2018-02-02T14:46:25-06:00
Eliane Bosco,136,2017-10-31T16:26:55-06:00
Abraham Stokes,132,2018-07-04T18:11:53-06:00
Kenna Schumm,136,2014-07-04T15:49:28-06:00
Gracie Anderson,175,2017-12-31T12:15:57-06:00
Johann Bosco,118,2014-10-31T13:19:50-06:00
Helena Stokes,161,2016-11-24T15:35:30-06:00
Amanda Gleason,175,2018-09-03T12:50:20-06:00
Jeff Dietrich,165,2018-07-04T12:21:50-06:00
Carli Gleason,130,2017-11-23T13:27:48-06:00
Douglas Lang,159,2014-07-04T16:13:41-06:00
Vilma Dietrich,134,2018-07-04T17:12:51-06:00
Arch Bosco,186,2018-07-04T17:37:25-06:00
Kiarra Anderson,152,2018-02-02T13:41:59-06:00
Mary Schumm,149,2016-12-31T15:42:47-06:00
Arch Bosco,188,2018-07-04T16:46:15-06:00
Jeff Dietrich,163,2018-12-31T17:27:25-06:00
Vilma Dietrich,137,2017-10-31T14:42:35-06:00
Annamae Smith,131,2014-11-27T18:51:13-06:00
Paul Bosco,172,2017-07-04T16:56:55-06:00
Mary Schumm,148,2017-07-04T16:36:51-06:00
Douglas Lang,159,2016-10-31T15:14:42-06:00
Jeff Dietrich,163,2018-07-04T16:34:27-06:00
Amanda Gleason,175,2014-09-01T14:20:42-06:00
Cecile Bosco,154,2016-09-05T13:44:36-06:00
Lonzo Mosciski,144,2014-09-01T12:50:32-06:00
Guillermo Reinger,176,2017-07-04T17:41:20-06:00
Edd Lang,140,2018-09-03T16:26:16-06:00
Lonzo Mosciski,146,2016-07-04T14:34:12-06:00
Gisselle Mosciski,112,2014-07-04T17:57:14-06:00
Edwina Dietrich,127,2018-07-04T14:46:40-06:00
Hollie Larkin,183,2018-09-03T15:22:50-06:00
Vidal Wilderman,116,2018-09-03T14:19:55-06:00
Vilma Dietrich,133,2016-11-24T17:20:22-06:00
Helena Stokes,161,2018-09-03T14:10:48-06:00
Douglas Lang,158,2016-09-05T14:58:32-06:00
Hiram Smith,101,2016-12-31T17:30:21-06:00
Gracie Anderson,170,2016-11-24T15:24:30-06:00
Allen Hauck,186,2014-07-04T16:52:13-06:00
Edwina Dietrich,125,2018-02-02T12:48:58-06:00
Gisselle Mosciski,110,2016-09-05T12:16:57-06:00
Christiana Larkin,204,2016-12-31T14:42:19-06:00
Jamir Wilderman,161,2014-12-31T18:25:24-06:00
Gisselle Mosciski,110,2017-09-04T14:33:39-06:00
Allen Hauck,185,2014-09-01T16:25:54-06:00
Angelina Olson,132,2017-10-31T18:39:27-06:00
Nona Hickle,145,2017-12-31T13:58:34-06:00
Bennett Stokes,113,2016-10-31T17:21:57-06:00
Stephan Lang,177,2015-10-31T13:46:24-06:00
Lolita Wilderman,149,2014-10-31T13:21:16-06:00
Idell Anderson,154,2018-02-02T18:13:46-06:00
Monica Olson,124,2015-12-31T12:10:19-06:00
Gisselle Mosciski,112,2015-09-07T13:15:57-06:00
Otha Stokes,111,2018-12-31T18:21:44-06:00
Vilma Dietrich,134,2014-12-31T16:40:26-06:00
Filomena Hauck,122,2016-12-31T17:16:42-06:00
Wilhelm Bosco,190,2014-09-01T15:55:33-06:00
Otha Stokes,110,2016-07-04T18:42:47-06:00
Jamir Wilderman,162,2018-09-03T16:26:22-06:00
Duncan Mosciski,113,2014-11-27T18:14:15-06:00
Duncan Mosciski,110,2014-10-31T13:25:19-06:00
Donnell Hauck,171,2017-09-04T16:25:14-06:00
Cecile Bosco,154,2017-07-04T16:24:13-06:00
Angelina Olson,134,2018-07-04T16:20:18-06:00
Carli Gleason,125,2017-09-04T17:55:57-06:00
Antonetta Bosco,119,2018-02-02T17:52:26-06:00
Lenore Gleason,102,2018-02-02T15:12:34-06:00
Arch Bosco,187,2015-09-07T13:20:15-06:00
Amanda Gleason,176,2014-09-01T16:10:48-06:00
Garrison Olson,107,2018-10-31T13:30:41-06:00
Jamir Wilderman,160,2015-11-26T12:32:25-06:00
Gracie Anderson,172,2016-12-31T15:25:31-06:00
Johann Bosco,117,2017-10-31T16:14:30-06:00
Johnathon Reinger,170,2016-11-24T12:27:51-06:00
Vidal Wilderman,116,2017-12-31T13:46:42-06:00
Hiram Smith,105,2016-10-31T13:39:50-06:00
Annamae Smith,129,2017-09-04T14:28:11-06:00
Lolita Wilderman,145,2014-10-31T12:33:10-06:00
Stephan Hessel,161,2016-07-04T13:47:55-06:00
Carolyne Gleason,192,2018-10-31T13:32:27-06:00
Nona Hickle,149,2018-02-02T15:22:56-06:00
Kenna Schumm,139,2014-07-04T18:17:55-06:00
Monica Olson,122,2015-07-04T17:42:59-06:00
Douglas Lang,158,2017-11-23T13:54:58-06:00
Mary Schumm,148,2017-10-31T17:13:50-06:00
Toby Hahn,185,2015-11-26T17:28:31-06:00
Roy Hauck,129,2018-09-03T16:47:11-06:00
Marge Hickle,196,2014-11-27T16:12:19-06:00
Kiarra Anderson,151,2017-12-31T16:23:27-06:00
Abraham Stokes,131,2018-09-03T18:44:47-06:00
Garrison Olson,109,2015-11-26T18:23:11-06:00
Antonetta Bosco,115,2017-09-04T17:54:27-06:00
Monica Olson,124,2017-12-31T17:58:53-06:00
Otha Stokes,111,2017-07-04T18:14:37-06:00
Mary Schumm,148,2016-10-31T14:45:27-06:00
Libbie Hauck,147,2016-09-05T14:59:25-06:00
Khalid Stokes,152,2018-09-03T17:26:17-06:00
Mary Schumm,146,2016-09-05T15:28:59-06:00
Roy Hauck,129,2018-02-02T12:51:16-06:00
Wilhelm Bosco,187,2015-09-07T14:40:52-06:00
Arch Bosco,187,2016-12-31T13:40:55-06:00
Libbie Hauck,145,2015-07-04T16:42:52-06:00
Gracie Anderson,170,2014-09-01T16:14:25-06:00
Mary Schumm,149,2017-10-31T17:52:42-06:00
Nona Hickle,151,2018-07-04T14:56:25-06:00
Arch Bosco,187,2016-09-05T17:53:38-06:00
Paul Bosco,173,2016-10-31T17:30:41-06:00
Helena Stokes,159,2014-11-27T12:53:16-06:00
Lindsey Anderson,186,2017-12-31T13:43:11-06:00
Viola Gleason,155,2018-10-31T18:25:14-06:00
Filomena Hauck,124,2016-09-05T17:40:57-06:00
Bennett Stokes,115,2015-09-07T18:38:15-06:00
Abraham Stokes,132,2014-07-04T15:54:45-06:00
Gracie Anderson,172,2015-07-04T14:43:18-06:00
Patsy Gleason,180,2014-10-31T12:54:31-06:00
Lenore Gleason,101,2014-11-27T14:52:31-06:00
Arch Bosco,186,2016-10-31T15:12:48-06:00
Monica Olson,126,2016-07-04T12:50:27-06:00
Wilfredo Olson,131,2017-09-04T18:55:19-06:00
Heather Mosciski,100,2018-10-31T14:20:25-06:00
Amanda Gleason,176,2017-11-23T12:46:55-06:00
Lonzo Mosciski,140,2017-12-31T16:30:54-06:00
Lenore Gleason,102,2015-11-26T15:41:44-06:00
Lonzo Mosciski,143,2016-09-05T18:23:18-06:00
Demario Hauck,150,2016-09-05T15:44:40-06:00
Monica Olson,123,2018-12-31T14:24:56-06:00
Cecile Bosco,157,2016-11-24T14:34:41-06:00
Shany Mosciski,150,2018-10-31T13:53:13-06:00
Libbie Hauck,145,2018-11-22T12:25:21-06:00
Rosalinda Mosciski,133,2017-11-23T12:19:57-06:00
Stephan Hessel,156,2014-09-01T14:49:35-06:00
Mary Schumm,147,2016-07-04T17:18:10-06:00
Wilfredo Olson,134,2014-09-01T15:37:47-06:00
Jeff Dietrich,168,2015-12-31T14:41:49-06:00
Glenna Hauck,182,2018-11-22T18:10:55-06:00
Hollie Larkin,187,2015-07-04T17:43:27-06:00
Hollie Larkin,185,2015-07-04T18:35:28-06:00
Samanta Smith,186,2015-11-26T18:52:10-06:00
Gisselle Mosciski,112,2015-09-07T14:11:53-06:00
Edwina Dietrich,124,2015-12-31T12:10:42-06:00
Stanley Wilderman,163,2018-09-03T16:38:13-06:00
Toby Hahn,187,2017-09-04T17:52:12-06:00
Vilma Dietrich,136,2016-12-31T18:42:25-06:00
Vidal Wilderman,115,2015-07-04T18:52:30-06:00
Carolyne Gleason,190,2016-07-04T18:47:56-06:00
Johnathon Reinger,173,2017-07-04T17:59:55-06:00
Samanta Smith,186,2018-12-31T18:24:52-06:00
Wilhelm Bosco,188,2014-07-04T14:36:31-06:00
Glenna Hauck,178,2016-12-31T17:41:11-06:00
Vidal Wilderman,116,2016-09-05T14:59:36-06:00
Stanley Wilderman,164,2014-10-31T16:10:30-06:00
Wilhelm Bosco,187,2017-11-23T13:29:52-06:00
Shany Mosciski,151,2017-12-31T12:32:33-06:00
Mary Schumm,146,2017-07-04T14:43:19-06:00
Jamir Wilderman,161,2017-12-31T13:56:47-06:00
Shany Mosciski,152,2017-07-04T16:30:42-06:00
Jeff Dietrich,164,2018-10-31T12:16:17-06:00
Vidal Wilderman,114,2018-12-31T16:23:50-06:00
Kiarra Anderson,151,2015-12-31T13:45:50-06:00
Kenna Schumm,137,2016-07-04T16:48:12-06:00
Heather Mosciski,99,2018-07-04T13:40:29-06:00
Amanda Gleason,174,2015-12-31T17:15:20-06:00
Heather Mosciski,102,2014-07-04T17:59:34-06:00
Idell Anderson,151,2014-09-01T16:46:11-06:00
Magdalen Gleason,105,2017-07-04T18:43:33-06:00
Tod Hickle,147,2018-02-02T13:53:20-06:00
Stanley Wilderman,162,2017-12-31T17:48:57-06:00
Carolyne Gleason,192,2015-09-07T12:10:38-06:00
Hiram Smith,102,2015-09-07T15:58:33-06:00
Christiana Larkin,200,2014-07-04T16:49:40-06:00
Mary Schumm,151,2017-12-31T17:20:58-06:00
Angelina Olson,132,2014-09-01T12:56:25-06:00
Donnell Hauck,170,2017-09-04T12:32:59-06:00
Donnell Hauck,172,2016-10-31T14:27:57-06:00
Patsy Gleason,180,2017-07-04T15:36:43-06:00
Gisselle Mosciski,112,2018-07-04T13:37:31-06:00
Filomena Hauck,123,2017-10-31T12:28:15-06:00
Mary Schumm,151,2015-07-04T14:32:19-06:00
Demario Hauck,151,2017-11-23T16:24:53-06:00
Carli Gleason,125,2016-10-31T16:44:50-06:00
Johann Bosco,118,2014-10-31T16:28:44-06:00
Otha Stokes,111,2016-11-24T16:38:42-06:00
Marge Hickle,192,2018-11-22T18:27:36-06:00
Lenore Gleason,101,2017-10-31T18:41:17-06:00
Amanda Gleason,179,2015-07-04T17:12:32-06:00
Stephan Hessel,161,2016-12-31T14:15:11-06:00
Edd Lang,141,2016-09-05T17:17:49-06:00
Rosalinda Mosciski,135,2014-11-27T12:29:59-06:00
Lenore Gleason,103,2018-07-04T12:12:37-06:00
Johann Bosco,116,2016-10-31T13:14:46-06:00
Keira Bosco,164,2016-09-05T15:30:35-06:00
Monica Olson,122,2018-09-03T15:24:18-06:00
Annamae Smith,131,2015-10-31T15:36:42-06:00
Samanta Smith,187,2018-02-02T18:37:20-06:00
Wilfredo Olson,131,2015-11-26T16:39:56-06:00
Patsy Gleason,178,2017-07-04T14:55:40-06:00
Magdalen Gleason,104,2014-09-01T17:48:25-06:00
Allen Hauck,186,2018-11-22T17:17:44-06:00
Jamir Wilderman,161,2014-11-27T17:44:32-06:00
Vilma Dietrich,135,2016-07-04T13:37:52-06:00
Vilma Dietrich,135,2018-07-04T13:47:27-06:00
Magdalen Gleason,104,2014-10-31T12:30:54-06:00
Tod Hickle,147,2016-10-31T16:28:55-06:00
Eliane Bosco,136,2016-10-31T17:52:44-06:00
Carolyne Gleason,189,2016-11-24T14:11:37-06:00
Antonetta Bosco,115,2018-10-31T17:45:14-06:00
Gracie Anderson,170,2018-12-31T17:31:30-06:00
Vilma Dietrich,133,2015-11-26T17:22:19-06:00
Idell Anderson,157,2016-12-31T12:32:51-06:00
Kenna Schumm,139,2018-07-04T12:20:33-06:00
Arch Bosco,185,2016-09-05T17:20:10-06:00
Helena Stokes,163,2017-10-31T17:28:11-06:00
Marge Hickle,193,2016-11-24T13:23:12-06:00
Otha Stokes,109,2015-07-04T17:31:43-06:00
Stanley Wilderman,162,2014-11-27T12:19:51-06:00
Marge Hickle,193,2017-11-23T13:15:54-06:00
Annamae Smith,127,2018-11-22T12:26:16-06:00
Samanta Smith,185,2018-11-22T16:29:50-06:00
Samanta Smith,189,2014-11-27T14:31:35-06:00
Lenore Gleason,104,2017-09-04T17:58:43-06:00
Hollie Larkin,184,2016-10-31T17:11:32-06:00
Cecile Bosco,156,2014-10-31T15:39:29-06:00
Lonzo Mosciski,140,2015-07-04T18:49:17-06:00
Arch Bosco,191,2017-11-23T12:10:58-06:00
Edd Lang,141,2018-09-03T14:34:38-06:00
Gisselle Mosciski,109,2018-12-31T15:24:28-06:00
Glenna Hauck,179,2015-07-04T18:22:28-06:00
Arch Bosco,186,2018-02-02T17:42:44-06:00
Allen Hauck,189,2014-12-31T15:32:20-06:00
Lonzo Mosciski,146,2015-12-31T18:26:33-06:00
Annamae Smith,128,2014-07-04T16:32:48-06:00
Eliane Bosco,138,2018-11-22T17:55:34-06:00
Samanta Smith,187,2015-07-04T17:43:55-06:00
Stanley Wilderman,161,2017-07-04T17:26:19-06:00
Lolita Wilderman,149,2017-09-04T15:39:47-06:00
Paul Bosco,172,2015-12-31T14:48:21-06:00
Keira Bosco,165,2017-09-04T17:30:12-06:00
Stanley Wilderman,164,2017-12-31T16:44:55-06:00
Rosalinda Mosciski,134,2014-12-31T16:18:54-06:00
Stephan Hessel,155,2015-11-26T16:52:57-06:00
Allen Hauck,188,2018-09-03T18:16:33-06:00
Carolyne Gleason,188,2018-02-02T17:24:31-06:00
Cecile Bosco,154,2018-11-22T17:33:49-06:00
Monica Olson,123,2014-12-31T15:13:57-06:00
Carolyne Gleason,189,2014-12-31T18:57:46-06:00
Sophie Dietrich,142,2014-11-27T12:24:59-06:00
Keira Bosco,163,2015-10-31T12:43:33-06:00
Antonetta Bosco,114,2015-07-04T15:56:36-06:00
Donnell Hauck,172,2017-09-04T16:50:41-06:00
Jeff Dietrich,163,2014-11-27T12:50:40-06:00
Lolita Wilderman,146,2014-10-31T16:25:11-06:00
Christiana Larkin,199,2014-09-01T14:38:27-06:00
Magdalen Gleason,108,2017-11-23T13:34:12-06:00
Guillermo Reinger,177,2017-11-23T16:24:14-06:00
Tod Hickle,146,2014-11-27T15:37:28-06:00
Keira Bosco,165,2016-10-31T14:45:29-06:00
Kenna Schumm,142,2014-12-31T16:45:38-06:00
Quincy Mosciski,140,2017-09-04T18:44:57-06:00
Stephan Hessel,159,2018-07-04T16:17:44-06:00
Guillermo Reinger,175,2018-09-03T18:52:57-06:00
Shany Mosciski,156,2015-10-31T15:36:29-06:00
Tod Hickle,147,2016-12-31T16:23:31-06:00
Lindsey Anderson,186,2014-11-27T13:48:26-06:00
Viola Gleason,155,2016-07-04T12:32:27-06:00
Vidal Wilderman,116,2015-11-26T16:58:17-06:00
Patsy Gleason,181,2017-12-31T13:24:53-06:00
Wilhelm Bosco,187,2018-11-22T17:49:23-06:00
Antonetta Bosco,113,2015-10-31T16:24:58-06:00
Lindsey Anderson,188,2014-07-04T16:18:30-06:00
Eliane Bosco,140,2018-12-31T14:59:48-06:00
Keira Bosco,166,2016-09-05T14:23:58-06:00
Quincy Mosciski,140,2016-11-24T17:11:34-06:00
Tod Hickle,147,2015-09-07T16:20:51-06:00
Carolyne Gleason,191,2014-07-04T14:18:52-06:00
Donnell Hauck,171,2016-10-31T16:32:45-06:00
Bennett Stokes,112,2017-09-04T17:46:12-06:00
Garrison Olson,107,2016-11-24T14:29:43-06:00
Mary Schumm,147,2018-02-02T16:42:46-06:00
Bennett Stokes,113,2016-09-05T13:55:52-06:00
Wilfredo Olson,131,2018-02-02T18:28:59-06:00
Guillermo Reinger,174,2018-09-03T18:42:35-06:00
Guillermo Reinger,175,2016-09-05T14:16:35-06:00
Monica Olson,122,2015-11-26T16:53:48-06:00
Stanley Wilderman,160,2014-11-27T12:28:58-06:00
Otha Stokes,114,2016-11-24T18:43:40-06:00
Viola Gleason,153,2015-12-31T14:45:16-06:00
Sophie Dietrich,142,2014-12-31T12:22:11-06:00
Heather Mosciski,100,2014-12-31T13:16:16-06:00
Stephan Lang,180,2016-07-04T16:20:22-06:00
Wilfredo Olson,132,2018-12-31T15:30:10-06:00
Nona Hickle,151,2014-10-31T16:42:37-06:00
Christiana Larkin,204,2016-07-04T12:42:33-06:00
Lonzo Mosciski,143,2016-09-05T15:52:54-06:00
Patsy Gleason,180,2014-09-01T18:46:36-06:00
Vidal Wilderman,116,2018-10-31T12:21:59-06:00
Allen Hauck,187,2017-10-31T18:27:57-06:00
Eliane Bosco,140,2014-09-01T17:16:48-06:00
Lindsey Anderson,186,2018-09-03T17:11:42-06:00
Johann Bosco,120,2018-09-03T18:11:31-06:00
Nona Hickle,145,2014-09-01T15:41:35-06:00
Rosalinda Mosciski,132,2018-09-03T17:11:52-06:00
Abraham Stokes,132,2015-12-31T14:14:34-06:00
Rosalinda Mosciski,134,2016-11-24T14:20:45-06:00
Marge Hickle,193,2018-11-22T13:22:25-06:00
Christiana Larkin,204,2018-09-03T12:26:21-06:00
Libbie Hauck,144,2017-07-04T15:33:18-06:00
Glenna Hauck,180,2016-07-04T17:45:53-06:00
Mary Schumm,151,2017-11-23T18:16:48-06:00
Khalid Stokes,151,2015-07-04T17:17:10-06:00
Roy Hauck,129,2015-09-07T16:24:19-06:00
Toby Hahn,186,2014-11-27T13:41:25-06:00
Stephan Lang,176,2014-12-31T14:24:31-06:00
Amanda Gleason,177,2016-11-24T17:12:17-06:00
Quincy Mosciski,139,2016-07-04T14:17:11-06:00
Mary Schumm,146,2015-10-31T18:26:58-06:00
Idell Anderson,152,2018-11-22T17:31:34-06:00
Abraham Stokes,132,2014-10-31T16:31:48-06:00
Heather Mosciski,100,2018-10-31T12:42:53-06:00
Libbie Hauck,143,2018-02-02T18:37:11-06:00
Guillermo Reinger,176,2014-07-04T14:17:40-06:00
Lenore Gleason,101,2017-09-04T18:21:23-06:00
Roy Hauck,134,2016-12-31T18:29:53-06:00
Kenna Schumm,137,2018-07-04T15:23:51-06:00
Libbie Hauck,145,2017-10-31T16:29:24-06:00
Johnathon Reinger,172,2018-07-04T18:27:30-06:00
Libbie Hauck,146,2014-10-31T15:38:24-06:00
Tod Hickle,147,2017-10-31T17:19:40-06:00
Toby Hahn,183,2015-10-31T18:11:31-06:00
Garrison Olson,109,2014-07-04T18:58:47-06:00
Keira Bosco,164,2014-11-27T15:44:51-06:00
Keira Bosco,165,2015-10-31T12:57:54-06:00
Johann Bosco,118,2016-12-31T18:12:37-06:00
Lenore Gleason,103,2016-12-31T18:41:49-06:00
Cecile Bosco,155,2018-09-03T14:57:28-06:00
Abraham Stokes,132,2015-12-31T15:42:14-06:00
Jamir Wilderman,163,2017-07-04T14:50:18-06:00
Abraham Stokes,133,2015-09-07T15:22:46-06:00
Toby Hahn,184,2014-10-31T15:42:12-06:00
Stanley Wilderman,162,2017-12-31T12:44:46-06:00
Carli Gleason,125,2015-11-26T12:16:51-06:00
Shany Mosciski,151,2016-10-31T12:41:15-06:00
Amanda Gleason,177,2016-11-24T17:14:59-06:00
Jamir Wilderman,161,2018-02-02T12:42:22-06:00
Otha Stokes,112,2016-07-04T17:48:45-06:00
Patsy Gleason,183,2018-12-31T18:55:25-06:00
Johnathon Reinger,173,2018-10-31T17:43:58-06:00
Lolita Wilderman,146,2015-09-07T14:55:15-06:00
Kiarra Anderson,152,2016-07-04T13:54:50-06:00
Idell Anderson,152,2017-12-31T16:51:26-06:00
Gracie Anderson,170,2017-11-23T14:29:32-06:00
Lolita Wilderman,149,2016-11-24T13:54:30-06:00
Lindsey Anderson,185,2016-11-24T12:45:36-06:00
Toby Hahn,185,2014-10-31T14:26:25-06:00
Heather Mosciski,102,2014-07-04T16:53:29-06:00
Monica Olson,121,2018-12-31T17:39:22-06:00
Cecile Bosco,155,2015-10-31T16:24:30-06:00
Donnell Hauck,170,2014-10-31T18:22:49-06:00
Johnathon Reinger,170,2016-11-24T16:54:30-06:00
Nona Hickle,148,2018-11-22T15:52:46-06:00
Antonetta Bosco,116,2015-11-26T16:33:49-06:00
Jamir Wilderman,162,2016-11-24T15:19:47-06:00
Vidal Wilderman,118,2017-07-04T16:37:18-06:00
Lindsey Anderson,185,2018-09-03T12:50:56-06:00
Kiarra Anderson,155,2016-07-04T14:49:52-06:00
Stanley Wilderman,166,2018-11-22T14:32:22-06:00
Annamae Smith,129,2016-11-24T15:25:39-06:00
Glenna Hauck,178,2018-11-22T16:30:16-06:00
Rosalinda Mosciski,134,2016-09-05T15:38:13-06:00
Gracie Anderson,172,2016-11-24T13:38:29-06:00
Jeff Dietrich,166,2014-10-31T12:16:12-06:00
Stephan Hessel,156,2018-09-03T16:46:24-06:00
